scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
liquidity-hunter-smc-system-full-suite	15m	SOLUSD	18	12	70.60	1.567	0.204	-2.71	5	42
dnse-vn301-keltner-break-out-strategy	4h	SOLUSD	23	17	135.02	6.575	0.291	102.23	6	333
dnse-vn301-keltner-break-out-strategy	4h	LINKUSD	30	13	24.80	1.285	0.044	-3.45	4	333
trend-efficiency-framework	15m	BTCUSD	20	13	130.82	1.883	0.327	61.71	5	42
trend-efficiency-framework	15m	SOLUSD	29	17	-21.04	0.907	-0.028	-77.69	4	42
trend-efficiency-framework	15m	LINKUSD	38	15	-156.89	0.633	-0.215	-226.78	3	42
trend-efficiency-framework	1h	BTCUSD	34	16	-48.77	0.838	-0.060	-148.45	3	125
trend-efficiency-framework	1h	SOLUSD	38	18	-67.87	0.816	-0.084	-112.40	4	125
trend-efficiency-framework	1h	LINKUSD	31	18	-33.91	0.861	-0.048	-82.32	3	125
trend-efficiency-framework	4h	BTCUSD	30	20	108.65	1.570	0.190	49.98	4	333
liquidity-hunter-smc-system-full-suite	1h	LINKUSD	27	15	36.37	1.150	0.079	-16.18	4	125
trend-efficiency-framework	4h	SOLUSD	29	16	80.36	1.329	0.155	61.28	5	333
trend-efficiency-framework	4h	LINKUSD	26	10	-90.13	0.701	-0.173	-134.63	3	333
vwap-suite-trend-mean-reversion-with-adaptive-filters	15m	BTCUSD	9	4	-51.74	0.297	-0.296	-70.14	2	42
vwap-suite-trend-mean-reversion-with-adaptive-filters	1h	BTCUSD	48	25	-52.64	0.797	-0.053	-184.31	5	125
liquidity-hunter-smc-system-full-suite	15m	LINKUSD	16	9	-45.57	0.662	-0.139	-65.01	3	42
vwap-suite-trend-mean-reversion-with-adaptive-filters	1h	SOLUSD	45	24	-113.80	0.614	-0.133	-168.28	2	125
vwap-suite-trend-mean-reversion-with-adaptive-filters	15m	SOLUSD	24	13	-30.62	0.777	-0.059	-94.11	3	42
vwap-suite-trend-mean-reversion-with-adaptive-filters	4h	BTCUSD	71	38	-151.74	0.561	-0.122	-222.64	2	333
vwap-suite-trend-mean-reversion-with-adaptive-filters	4h	SOLUSD	74	44	-64.45	0.823	-0.044	-116.84	3	333
vwap-suite-trend-mean-reversion-with-adaptive-filters	1h	LINKUSD	66	33	-194.05	0.539	-0.159	-275.56	3	125
vwap-suite-trend-mean-reversion-with-adaptive-filters	15m	LINKUSD	27	19	48.31	1.325	0.093	-23.19	5	42
vwap-suite-trend-mean-reversion-with-adaptive-filters	4h	LINKUSD	74	42	-183.79	0.538	-0.135	-232.09	1	333
orb-pro-session-breakout-scalper	15m	BTCUSD	45	22	-203.95	0.409	-0.255	-304.85	1	42
dnse-vn301-donchian-break-out-strategy	15m	BTCUSD	12	6	14.75	1.242	0.063	-23.62	2	42
vwap-mean-reversion-strategy-with-session-and-volume-filter	4h	BTCUSD	5	1	-62.80	0.106	-0.710	-66.98	0	333
dnse-vn301-donchian-break-out-strategy	15m	SOLUSD	21	5	-222.70	0.145	-0.610	-246.45	1	42
vwap-mean-reversion-strategy-with-session-and-volume-filter	1h	BTCUSD	30	12	-143.59	0.555	-0.254	-199.70	3	125
dnse-vn301-donchian-break-out-strategy	15m	LINKUSD	24	9	-102.70	0.598	-0.212	-164.67	3	42
vwap-mean-reversion-strategy-with-session-and-volume-filter	15m	BTCUSD	31	11	-222.02	0.369	-0.403	-272.04	1	42
dnse-vn301-donchian-break-out-strategy	1h	BTCUSD	40	21	61.94	1.319	0.085	-38.68	6	125
dnse-vn301-donchian-break-out-strategy	1h	SOLUSD	30	17	225.95	2.277	0.361	122.29	7	125
vwap-mean-reversion-strategy-with-session-and-volume-filter	4h	SOLUSD	3	1	-28.88	0.228	-0.510	-27.40	1	333
dnse-vn301-donchian-break-out-strategy	1h	LINKUSD	32	12	-128.34	0.508	-0.209	-174.51	3	125
dnse-vn301-donchian-break-out-strategy	4h	BTCUSD	29	12	-54.73	0.533	-0.098	-87.37	3	333
dnse-vn301-donchian-break-out-strategy	4h	SOLUSD	20	12	78.99	2.909	0.213	56.30	4	333
dnse-vn301-donchian-break-out-strategy	4h	LINKUSD	26	14	65.57	1.970	0.126	34.91	4	333
webhook-alert-strategy-template	15m	BTCUSD	15	8	-68.31	0.394	-0.235	-95.34	4	42
vwap-mean-reversion-strategy-with-session-and-volume-filter	1h	SOLUSD	31	17	-0.23	0.999	0.010	-56.68	5	125
vwap-mean-reversion-strategy-with-session-and-volume-filter	4h	LINKUSD	6	5	75.44	4.724	0.622	86.30	4	333
webhook-alert-strategy-template	15m	SOLUSD	39	17	-214.59	0.432	-0.315	-335.01	1	42
webhook-alert-strategy-template	15m	LINKUSD	51	24	-169.16	0.603	-0.175	-281.28	2	42
webhook-alert-strategy-template	1h	BTCUSD	48	29	140.61	1.392	0.151	-5.09	5	125
webhook-alert-strategy-template	4h	BTCUSD	37	20	-12.37	0.959	-0.002	-52.18	3	333
webhook-alert-strategy-template	1h	SOLUSD	59	32	-138.38	0.727	-0.124	-220.32	3	125
webhook-alert-strategy-template	4h	SOLUSD	37	21	69.71	1.255	0.089	114.46	6	333
webhook-alert-strategy-template	1h	LINKUSD	59	30	-12.98	0.974	0.002	-153.94	3	125
webhook-alert-strategy-template	4h	LINKUSD	41	15	-211.96	0.535	-0.282	-290.11	3	333
vwap-mean-reversion-strategy-with-session-and-volume-filter	15m	SOLUSD	48	16	-362.94	0.275	-0.482	-411.43	1	42
fractal-memory-strategy	15m	BTCUSD	7	2	-79.57	0.115	-0.599	-89.05	1	42
fractal-memory-strategy	1h	BTCUSD	24	14	-3.03	0.984	0.000	-68.10	3	125
vwap-mean-reversion-strategy-with-session-and-volume-filter	1h	LINKUSD	44	25	93.84	1.210	0.112	-6.16	5	125
fractal-memory-strategy	15m	SOLUSD	14	6	-104.26	0.295	-0.391	-118.59	2	42
fractal-memory-strategy	1h	SOLUSD	25	8	-192.71	0.348	-0.442	-220.56	0	125
fractal-memory-strategy	4h	BTCUSD	18	6	-158.71	0.261	-0.485	-163.82	2	333
fractal-memory-strategy	1h	LINKUSD	37	12	-246.84	0.433	-0.375	-300.98	1	125
fractal-memory-strategy	15m	LINKUSD	26	19	100.29	1.672	0.191	103.50	4	42
fractal-memory-strategy	4h	SOLUSD	16	5	-103.00	0.479	-0.326	-107.71	2	333
fractal-memory-strategy	4h	LINKUSD	18	11	71.91	1.487	0.209	53.27	5	333
vwap-mean-reversion-strategy-with-session-and-volume-filter	15m	LINKUSD	73	27	-398.25	0.451	-0.341	-449.06	1	42
adaptive-atr-scalper-instant-lock-version	15m	BTCUSD	19	11	14.03	1.110	0.042	-34.43	4	42
adaptive-atr-scalper-instant-lock-version	1h	BTCUSD	54	25	-67.81	0.827	-0.059	-200.89	5	125
adaptive-atr-scalper-instant-lock-version	4h	BTCUSD	26	11	-29.62	0.793	-0.054	-61.60	3	333
adaptive-atr-scalper-instant-lock-version	1h	SOLUSD	40	14	-85.76	0.691	-0.112	-160.98	3	125
adaptive-atr-scalper-instant-lock-version	15m	SOLUSD	44	17	-142.09	0.641	-0.169	-213.14	1	42
adaptive-atr-scalper-instant-lock-version	4h	SOLUSD	30	8	-104.59	0.347	-0.199	-126.91	1	333
adaptive-atr-scalper-instant-lock-version	1h	LINKUSD	44	12	-183.72	0.426	-0.227	-274.66	1	125
adaptive-atr-scalper-instant-lock-version	4h	LINKUSD	33	10	-90.40	0.470	-0.142	-114.12	3	333
adaptive-atr-scalper-instant-lock-version	15m	LINKUSD	54	22	-139.03	0.670	-0.132	-280.28	2	42
rsi-divergence-ema-trend-filter	4h	BTCUSD	4	2	9.92	1.257	0.153	2.30	1	333
rsi-divergence-ema-trend-filter	15m	BTCUSD	5	1	-65.06	0.147	-0.677	-73.11	0	42
rsi-divergence-ema-trend-filter	1h	BTCUSD	12	7	-35.43	0.637	-0.151	-39.59	2	125
btc-trend-momentum-strategy	15m	BTCUSD	17	9	29.42	1.192	0.112	-17.74	2	42
rsi-divergence-ema-trend-filter	4h	SOLUSD	1	0	-18.49	0.000	-0.973	-17.05	0	333
btc-trend-momentum-strategy	1h	BTCUSD	36	17	-82.35	0.762	-0.107	-133.38	4	125
rsi-divergence-ema-trend-filter	1h	SOLUSD	13	4	-118.10	0.280	-0.475	-122.70	2	125
rsi-divergence-ema-trend-filter	4h	LINKUSD	8	4	48.19	1.591	0.314	37.09	3	333
rsi-divergence-ema-trend-filter	15m	SOLUSD	15	7	-45.17	0.703	-0.145	-59.92	2	42
btc-trend-momentum-strategy	1h	SOLUSD	28	14	27.05	1.108	0.068	-69.73	4	125
btc-trend-momentum-strategy	15m	SOLUSD	43	24	57.90	1.156	0.083	-21.15	5	42
btc-trend-momentum-strategy	4h	BTCUSD	26	16	275.36	2.382	0.508	303.12	6	333
rsi-divergence-ema-trend-filter	1h	LINKUSD	12	6	-36.77	0.693	-0.149	-45.42	3	125
btc-trend-momentum-strategy	1h	LINKUSD	48	21	-164.91	0.664	-0.179	-242.94	2	125
btc-trend-momentum-strategy	4h	SOLUSD	25	12	22.82	1.098	0.077	-39.40	4	333
rsi-divergence-ema-trend-filter	15m	LINKUSD	7	3	-32.60	0.589	-0.228	-72.46	3	42
btc-trend-momentum-strategy	15m	LINKUSD	70	28	-227.08	0.679	-0.171	-374.50	3	42
btc-trend-momentum-strategy	4h	LINKUSD	22	14	273.17	2.404	0.579	194.61	5	333
orb-laboratory-v1-0-12	15m	LINKUSD	27	11	-122.10	0.570	-0.233	-176.69	2	42
orb-pro-session-breakout-scalper	15m	SOLUSD	108	51	-282.94	0.697	-0.148	-410.79	2	42
ineficient-market	15m	BTCUSD	1	0	-19.58	0.000	-1.000	-19.66	0	42
ineficient-market	15m	SOLUSD	12	5	-78.29	0.321	-0.343	-84.83	1	42
ineficient-market	15m	LINKUSD	7	2	9.74	1.092	0.110	-9.59	1	42
ineficient-market	4h	BTCUSD	13	7	-46.84	0.579	-0.184	-58.62	2	333
ineficient-market	1h	BTCUSD	5	4	8.03	1.407	0.083	-5.80	3	125
donchian-breakout-with-atr-trailing-stop-trend-following	15m	BTCUSD	41	22	-20.73	0.949	-0.012	-115.71	3	42
ineficient-market	4h	SOLUSD	8	3	-75.10	0.185	-0.500	-75.53	2	333
ineficient-market	1h	SOLUSD	8	5	11.79	1.276	0.080	-29.24	2	125
donchian-breakout-with-atr-trailing-stop-trend-following	15m	SOLUSD	71	39	262.83	1.348	0.188	6.36	3	42
ineficient-market	4h	LINKUSD	6	3	-33.54	0.421	-0.279	-37.87	2	333
donchian-breakout-with-atr-trailing-stop-trend-following	1h	BTCUSD	53	27	-15.48	0.968	0.004	-207.05	3	125
ineficient-market	1h	LINKUSD	11	6	-14.98	0.852	-0.061	-38.99	4	125
donchian-breakout-with-atr-trailing-stop-trend-following	15m	LINKUSD	89	38	-153.36	0.834	-0.077	-325.64	3	42
donchian-breakout-with-atr-trailing-stop-trend-following	4h	BTCUSD	33	14	-116.53	0.593	-0.189	-143.68	1	333
donchian-breakout-with-atr-trailing-stop-trend-following	1h	SOLUSD	62	31	49.96	1.094	0.061	10.36	3	125
super-trend-signal-engine-quantum-edge	15m	BTCUSD	22	9	-135.20	0.355	-0.330	-174.03	3	42
donchian-breakout-with-atr-trailing-stop-trend-following	4h	SOLUSD	40	15	-99.45	0.746	-0.141	-177.43	1	333
donchian-breakout-with-atr-trailing-stop-trend-following	1h	LINKUSD	59	32	84.19	1.156	0.081	-119.06	5	125
donchian-breakout-with-atr-trailing-stop-trend-following	4h	LINKUSD	41	18	-127.60	0.665	-0.160	-153.82	2	333
super-trend-signal-engine-quantum-edge	15m	SOLUSD	60	24	-338.33	0.401	-0.349	-378.97	2	42
super-trend-signal-engine-quantum-edge	4h	BTCUSD	52	32	125.16	1.294	0.124	-29.79	5	333
super-trend-signal-engine-quantum-edge	1h	BTCUSD	65	27	-175.67	0.713	-0.134	-271.83	1	125
super-trend-signal-engine-quantum-edge	4h	SOLUSD	52	19	-188.15	0.632	-0.215	-243.56	2	333
super-trend-signal-engine-quantum-edge	15m	LINKUSD	97	50	-121.68	0.849	-0.054	-357.73	3	42
super-trend-signal-engine-quantum-edge	1h	SOLUSD	72	40	39.85	1.067	0.037	-71.24	5	125
super-trend-signal-engine-quantum-edge	4h	LINKUSD	50	22	-163.12	0.666	-0.169	-230.09	3	333
super-trend-signal-engine-quantum-edge	1h	LINKUSD	70	39	17.11	1.028	0.022	-158.28	5	125
orb-pro-session-breakout-scalper	15m	LINKUSD	122	65	-122.47	0.863	-0.046	-377.73	3	42
arbf-strategy-v1-8	4h	BTCUSD	161	64	-276.65	0.621	-0.101	-415.69	1	333
bowman-rsi-signals-backtester-v3	1h	BTCUSD	1	0	-19.89	0.000	-1.000	-19.99	0	125
bowman-rsi-signals-backtester-v3	15m	BTCUSD	1	1	0.35	99.000	0.018	-2.66	1	42
bowman-rsi-signals-backtester-v3	1h	SOLUSD	4	2	-7.23	0.811	-0.090	-12.53	1	125
bowman-rsi-signals-backtester-v3	4h	BTCUSD	3	1	66.10	2.758	1.164	57.31	1	333
bowman-rsi-signals-backtester-v3	15m	SOLUSD	5	3	17.01	1.436	0.185	-3.10	1	42
bowman-rsi-signals-backtester-v3	4h	SOLUSD	3	2	117.57	7.316	1.986	95.64	1	333
bowman-rsi-signals-backtester-v3	1h	LINKUSD	2	0	-39.49	0.000	-1.000	-39.43	0	125
dual-bollinger-band-cross-strategy-v6	15m	BTCUSD	64	21	-117.03	0.680	-0.095	-243.22	3	42
dual-bollinger-band-cross-strategy-v6	15m	SOLUSD	155	44	-265.95	0.795	-0.089	-508.04	1	42
dual-bollinger-band-cross-strategy-v6	15m	LINKUSD	200	65	-492.13	0.597	-0.161	-683.01	1	42
dual-bollinger-band-cross-strategy-v6	1h	BTCUSD	145	44	-411.73	0.522	-0.181	-584.30	1	125
dual-bollinger-band-cross-strategy-v6	1h	SOLUSD	164	50	-386.24	0.612	-0.145	-539.31	1	125
dual-bollinger-band-cross-strategy-v6	1h	LINKUSD	163	55	-359.28	0.627	-0.129	-528.36	2	125
dual-bollinger-band-cross-strategy-v6	4h	BTCUSD	118	44	-124.46	0.820	-0.048	-241.57	1	333
dual-bollinger-band-cross-strategy-v6	4h	SOLUSD	96	32	-158.07	0.748	-0.092	-232.91	3	333
dual-bollinger-band-cross-strategy-v6	4h	LINKUSD	108	33	-335.20	0.511	-0.185	-421.31	2	333
bowman-rsi-signals-backtester-v3	4h	LINKUSD	2	0	-39.21	0.000	-1.000	-38.87	0	333
bowman-rsi-signals-backtester-v3	15m	LINKUSD	3	1	-17.47	0.225	-0.291	-43.86	1	42
optimized-doji-breakout-strategy-short-only-v6	4h	BTCUSD	90	34	-115.46	0.830	-0.058	-200.16	2	333
optimized-doji-breakout-strategy-short-only-v6	15m	BTCUSD	58	26	-130.86	0.611	-0.117	-263.79	3	42
optimized-doji-breakout-strategy-short-only-v6	1h	BTCUSD	155	56	-423.59	0.514	-0.177	-595.15	1	125
optimized-doji-breakout-strategy-short-only-v6	4h	SOLUSD	117	48	-58.19	0.935	-0.020	-142.97	3	333
optimized-doji-breakout-strategy-short-only-v6	4h	LINKUSD	99	38	-103.96	0.865	-0.046	-170.58	2	333
optimized-doji-breakout-strategy-short-only-v6	1h	SOLUSD	156	65	-241.86	0.782	-0.087	-432.83	2	125
optimized-doji-breakout-strategy-short-only-v6	15m	SOLUSD	131	46	-437.59	0.441	-0.224	-598.35	0	42
optimized-doji-breakout-strategy-short-only-v6	1h	LINKUSD	105	54	-57.02	0.916	-0.023	-250.05	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	15m	BTCUSD	8	4	-32.76	0.566	-0.208	-41.50	2	42
optimized-doji-breakout-strategy-short-only-v6	15m	LINKUSD	94	44	-170.67	0.717	-0.093	-331.38	1	42
atr-trailing-stop-strategy-with-ema-trend-filter	1h	BTCUSD	13	8	79.63	1.785	0.319	15.05	3	125
atr-trailing-stop-strategy-with-ema-trend-filter	4h	BTCUSD	14	8	14.08	1.113	0.064	-42.87	5	333
atr-trailing-stop-strategy-with-ema-trend-filter	15m	SOLUSD	24	13	4.52	1.021	0.028	-45.91	2	42
atr-trailing-stop-strategy-with-ema-trend-filter	4h	SOLUSD	24	12	-37.88	0.838	-0.066	-69.04	4	333
atr-trailing-stop-strategy-with-ema-trend-filter	1h	SOLUSD	15	8	-1.24	0.991	0.008	-16.52	4	125
atr-trailing-stop-strategy-with-ema-trend-filter	4h	LINKUSD	14	5	-98.98	0.423	-0.368	-105.42	2	333
atr-trailing-stop-strategy-with-ema-trend-filter	15m	LINKUSD	30	7	-286.13	0.218	-0.554	-277.93	0	42
atr-trailing-stop-strategy-with-ema-trend-filter	1h	LINKUSD	18	11	25.58	1.201	0.078	-4.28	4	125
smoothed-heiken-ashi-strategy-v1	1h	BTCUSD	68	28	-115.08	0.783	-0.086	-249.31	3	125
smoothed-heiken-ashi-strategy-v1	4h	BTCUSD	40	18	-112.63	0.678	-0.150	-164.98	3	333
smoothed-heiken-ashi-strategy-v1	15m	BTCUSD	28	13	-94.40	0.540	-0.177	-132.22	4	42
smoothed-heiken-ashi-strategy-v1	4h	SOLUSD	47	15	-195.34	0.471	-0.253	-226.38	2	333
smoothed-heiken-ashi-strategy-v1	1h	SOLUSD	66	33	-151.54	0.709	-0.120	-248.09	3	125
smoothed-heiken-ashi-strategy-v1	4h	LINKUSD	53	15	-214.49	0.578	-0.217	-259.06	1	333
smoothed-heiken-ashi-strategy-v1	15m	SOLUSD	69	24	-313.04	0.414	-0.276	-416.66	1	42
smoothed-heiken-ashi-strategy-v1	1h	LINKUSD	67	17	-465.94	0.261	-0.462	-526.11	0	125
smoothed-heiken-ashi-strategy-v1	15m	LINKUSD	88	40	-5.53	0.992	0.009	-234.24	5	42
daily-close-ha-gap-strategy-for-testing	15m	BTCUSD	26	9	-211.20	0.274	-0.460	-171.71	3	42
arbf-strategy-v1-8	1h	BTCUSD	83	44	-68.16	0.889	-0.035	-244.61	5	125
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	15m	BTCUSD	37	25	21.55	1.102	0.033	-122.41	3	42
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	15m	SOLUSD	124	72	-197.29	0.773	-0.084	-402.01	2	42
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	15m	LINKUSD	157	93	62.19	1.054	0.029	-322.96	4	42
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	1h	BTCUSD	93	43	-380.33	0.489	-0.255	-496.50	1	125
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	1h	SOLUSD	99	45	-449.85	0.428	-0.306	-542.91	0	125
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	1h	LINKUSD	140	69	-450.49	0.592	-0.207	-530.07	2	125
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	4h	BTCUSD	75	41	-27.76	0.956	-0.012	-116.50	3	333
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	4h	SOLUSD	88	50	-61.33	0.907	-0.038	-194.07	2	333
xau-clear-ema-atr-strategy-tp-sl-voice-v6-clean-tp	4h	LINKUSD	74	41	-133.96	0.774	-0.092	-224.20	4	333
btc-8am-pattern-breakout-instant-entry	4h	BTCUSD	271	84	-174.73	0.746	-0.036	-431.20	2	333
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	15m	BTCUSD	270	84	-469.34	0.534	-0.116	-757.28	0	42
arbf-strategy-v1-8	15m	BTCUSD	8	6	56.21	2.514	0.362	24.10	3	42
btc-8am-pattern-breakout-instant-entry	1h	BTCUSD	252	68	-635.52	0.315	-0.205	-784.59	0	125
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	15m	SOLUSD	1093	258	-939.62	0.473	-0.141	-960.07	1	42
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	15m	LINKUSD	1121	336	-917.01	0.534	-0.109	-980.01	0	42
btc-8am-pattern-breakout-instant-entry	15m	BTCUSD	37	13	-188.86	0.271	-0.284	-266.09	1	42
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	1h	BTCUSD	950	257	-914.63	0.484	-0.138	-966.51	0	125
arbf-strategy-v1-8	4h	SOLUSD	153	69	-215.50	0.688	-0.080	-311.49	2	333
btc-8am-pattern-breakout-instant-entry	4h	SOLUSD	184	69	-99.52	0.914	-0.025	-257.79	4	333
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	1h	SOLUSD	1134	308	-809.14	0.671	-0.075	-943.63	0	125
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	1h	LINKUSD	1110	324	-896.71	0.720	-0.100	-980.04	2	125
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	4h	BTCUSD	828	264	-704.97	0.761	-0.076	-883.36	1	333
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	4h	SOLUSD	884	277	-544.89	0.789	-0.044	-779.13	2	333
btc-8am-pattern-breakout-instant-entry	1h	SOLUSD	232	81	-460.45	0.681	-0.129	-689.50	0	125
smc-clean-4h-zones-center-labels-hh-hl-ll-lh	4h	LINKUSD	915	282	-619.29	0.774	-0.050	-835.03	1	333
xau-clear-ema-atr-strategy-tp-sl-voice-v6	15m	BTCUSD	37	25	21.55	1.102	0.033	-122.41	3	42
xau-clear-ema-atr-strategy-tp-sl-voice-v6	15m	SOLUSD	124	72	-197.29	0.773	-0.084	-402.01	2	42
xau-clear-ema-atr-strategy-tp-sl-voice-v6	15m	LINKUSD	157	93	62.19	1.054	0.029	-322.96	4	42
btc-8am-pattern-breakout-instant-entry	4h	LINKUSD	156	53	-368.13	0.620	-0.142	-463.85	1	333
xau-clear-ema-atr-strategy-tp-sl-voice-v6	1h	BTCUSD	93	43	-380.33	0.489	-0.255	-496.50	1	125
xau-clear-ema-atr-strategy-tp-sl-voice-v6	1h	SOLUSD	99	45	-449.85	0.428	-0.306	-542.91	0	125
xau-clear-ema-atr-strategy-tp-sl-voice-v6	1h	LINKUSD	140	69	-450.49	0.592	-0.207	-530.07	2	125
xau-clear-ema-atr-strategy-tp-sl-voice-v6	4h	BTCUSD	75	41	-27.76	0.956	-0.012	-116.50	3	333
xau-clear-ema-atr-strategy-tp-sl-voice-v6	4h	SOLUSD	88	50	-61.33	0.907	-0.038	-194.07	2	333
xau-clear-ema-atr-strategy-tp-sl-voice-v6	4h	LINKUSD	74	41	-133.96	0.774	-0.092	-224.20	4	333
apex-fusion-ai-smart-trend-engine	15m	BTCUSD	71	28	-139.40	0.827	-0.093	-253.75	2	42
apex-fusion-ai-smart-trend-engine	1h	BTCUSD	107	52	-124.22	0.866	-0.052	-407.52	3	125
apex-fusion-ai-smart-trend-engine	15m	SOLUSD	156	70	-342.03	0.745	-0.129	-567.92	3	42
apex-fusion-ai-smart-trend-engine	1h	SOLUSD	125	63	-141.05	0.869	-0.054	-299.53	2	125
btc-8am-pattern-breakout-instant-entry	15m	SOLUSD	101	33	-438.49	0.433	-0.291	-495.68	2	42
apex-fusion-ai-smart-trend-engine	1h	LINKUSD	125	54	-330.68	0.695	-0.151	-468.72	3	125
apex-fusion-ai-smart-trend-engine	15m	LINKUSD	179	78	-405.72	0.740	-0.135	-624.97	4	42
bps-v17-strong-trend-filter	15m	BTCUSD	21	14	5.42	1.038	0.019	-69.15	2	42
apex-fusion-ai-smart-trend-engine	4h	BTCUSD	68	36	29.46	1.050	0.037	-49.95	4	333
bps-v17-strong-trend-filter	15m	SOLUSD	49	25	115.49	1.210	0.139	-29.33	3	42
apex-fusion-ai-smart-trend-engine	4h	SOLUSD	78	37	24.68	1.035	0.040	-75.53	5	333
bps-v17-strong-trend-filter	15m	LINKUSD	65	35	-110.89	0.807	-0.083	-204.55	1	42
bps-v17-strong-trend-filter	1h	BTCUSD	37	23	122.62	1.421	0.173	-101.82	4	125
apex-fusion-ai-smart-trend-engine	4h	LINKUSD	78	33	-219.88	0.712	-0.149	-290.13	2	333
bps-v17-strong-trend-filter	1h	SOLUSD	53	27	-5.27	0.989	0.007	-102.49	2	125
bps-v17-strong-trend-filter	4h	BTCUSD	33	12	-185.37	0.487	-0.320	-216.74	1	333
bps-v17-strong-trend-filter	4h	SOLUSD	32	16	86.38	1.281	0.154	-92.73	3	333
bps-v17-strong-trend-filter	1h	LINKUSD	66	31	-172.83	0.730	-0.132	-232.05	2	125
bps-v17-strong-trend-filter	4h	LINKUSD	34	17	-24.73	0.918	-0.029	-70.84	4	333
bps-v17-strong-trend-filter-tv-strategies	1h	BTCUSD	37	23	122.62	1.421	0.173	-101.82	4	125
bps-v17-strong-trend-filter-tv-strategies	15m	BTCUSD	21	14	5.42	1.038	0.019	-69.15	2	42
bps-v17-strong-trend-filter-tv-strategies	1h	SOLUSD	53	27	-5.27	0.989	0.007	-102.49	2	125
bps-v17-strong-trend-filter-tv-strategies	15m	SOLUSD	49	25	115.49	1.210	0.139	-29.33	3	42
bps-v17-strong-trend-filter-tv-strategies	1h	LINKUSD	66	31	-172.83	0.730	-0.132	-232.05	2	125
bps-v17-strong-trend-filter-tv-strategies	15m	LINKUSD	65	35	-110.89	0.807	-0.083	-204.55	1	42
bps-v17-strong-trend-filter-tv-strategies	4h	BTCUSD	33	12	-185.37	0.487	-0.320	-216.74	1	333
bps-v17-strong-trend-filter-tv-strategies	4h	SOLUSD	32	16	86.38	1.281	0.154	-92.73	3	333
bps-v17-strong-trend-filter-tv-strategies	4h	LINKUSD	34	17	-24.73	0.918	-0.029	-70.84	4	333
btc-8am-pattern-breakout-instant-entry	1h	LINKUSD	208	81	-345.98	0.749	-0.094	-576.70	1	125
btc-8am-pattern-breakout-instant-entry	15m	LINKUSD	151	59	-440.88	0.583	-0.185	-594.95	0	42
arbf-strategy-v1-8	4h	LINKUSD	153	53	-395.22	0.468	-0.162	-475.27	0	333
tomukas-elite-smc	1h	BTCUSD	6	1	-45.75	0.265	-0.389	-63.61	1	125
tomukas-elite-smc	15m	BTCUSD	1	1	20.87	99.000	1.080	16.17	1	42
tomukas-elite-smc	1h	SOLUSD	1	0	-18.84	0.000	-0.962	-18.38	0	125
tomukas-elite-smc	15m	SOLUSD	0	0	0.00	0.000	0.000	0.00	0	42
blueprint-vol	4h	BTCUSD	4	2	-22.72	0.381	-0.252	-20.03	2	333
tomukas-elite-smc	1h	LINKUSD	1	0	-10.64	0.000	-0.535	-11.27	0	125
tomukas-elite-smc	4h	BTCUSD	1	0	-5.58	0.000	-0.295	-6.71	0	333
arbf-strategy-v1-8	1h	SOLUSD	88	47	-101.11	0.856	-0.051	-276.94	4	125
tomukas-elite-smc	15m	LINKUSD	3	2	-4.87	0.759	-0.078	-7.23	2	42
tomukas-elite-smc	4h	SOLUSD	1	0	-5.58	0.000	-0.294	-6.52	0	333
sandhu-rise	15m	BTCUSD	0	0	0.00	0.000	0.000	0.00	0	42
tomukas-elite-smc	4h	LINKUSD	1	0	-5.26	0.000	-0.265	-6.10	0	333
sandhu-rise	15m	SOLUSD	0	0	0.00	0.000	0.000	0.00	0	42
sandhu-rise	1h	BTCUSD	11	5	43.05	1.531	0.222	-57.76	1	125
sandhu-rise	15m	LINKUSD	4	2	-24.45	0.298	-0.305	-34.36	0	42
sandhu-rise	4h	BTCUSD	1	1	22.60	99.000	1.192	19.06	1	333
sandhu-rise	1h	SOLUSD	31	13	-127.41	0.431	-0.225	-159.93	0	125
sandhu-rise	4h	SOLUSD	1	0	-15.30	0.000	-1.000	-16.26	0	333
sandhu-rise	1h	LINKUSD	12	3	-69.49	0.231	-0.297	-84.17	0	125
sandhu-rise	4h	LINKUSD	7	5	44.53	2.050	0.328	38.60	1	333
blueprint-vol	1h	BTCUSD	5	1	-4.24	0.821	-0.035	-13.52	0	125
